,active_since_days,duration_seconds,total_views,num_chars,num_words,num_punctuation,num_words_uppercase,num_words_lowercase,num_stopwords,avg_word_len,contain_digits,startswith_digits,title_sentiment
2397,730,960,33008597,37,6,0,5,0,1,6.166666666666667,1,1,0.9
2398,730,3720,1488555,26,5,0,4,0,1,5.2,1,1,0.2
2399,730,1020,2038040,28,6,0,5,0,2,4.666666666666667,1,1,0.6000000000000001
2400,730,892,257228,40,7,0,6,0,2,5.714285714285714,1,1,0.0
2401,730,846,438669,26,5,0,4,0,0,5.2,1,1,-0.0833333333333333
2402,730,843,930338,42,7,0,6,0,1,6.0,1,1,0.0999999999999999
2403,730,796,909512,32,6,0,5,0,0,5.333333333333333,1,1,0.0
2404,730,780,682114,21,4,0,3,0,0,5.25,1,1,0.35
2405,730,715,432422,28,5,0,4,0,0,5.6,1,1,0.0
2406,730,1380,402510,23,5,0,4,0,0,4.6,1,1,-0.6
2407,730,1140,19098877,52,10,0,9,0,4,5.2,1,1,0.2
2408,730,850,309220,36,7,0,6,0,2,5.142857142857143,1,1,0.1363636363636363
2409,730,772,460115,46,8,0,7,0,1,5.75,1,1,0.0
2410,730,1800,2660781,39,7,0,6,0,1,5.571428571428571,1,1,0.3
2411,730,1020,316119,35,6,0,5,0,1,5.833333333333333,1,1,0.175
2412,730,960,1905040,30,6,0,5,0,1,5.0,1,1,-0.6
2413,730,2460,899868,42,8,0,7,0,3,5.25,1,1,1.0
2414,730,1020,10435176,27,6,0,5,0,2,4.5,1,1,-0.6
2415,730,960,332725,47,9,0,8,0,3,5.222222222222222,1,1,0.0
2416,730,822,469749,36,7,0,6,0,2,5.142857142857143,1,1,0.0
2417,730,649,562416,31,6,0,5,0,1,5.166666666666667,1,1,0.4166666666666667
2418,730,828,1383248,38,7,0,6,0,2,5.428571428571429,1,1,0.75
2419,730,772,7835314,28,5,0,4,0,0,5.6,1,1,0.1999999999999999
2420,730,1260,3116177,29,6,0,5,0,1,4.833333333333333,1,1,0.0
2421,730,900,283093,34,7,0,6,0,2,4.857142857142857,1,1,0.3249999999999999
2422,730,878,2408700,40,6,0,5,0,0,6.666666666666667,1,1,0.175
2423,730,684,11457001,28,5,0,4,0,1,5.6,1,1,-1.0
2424,730,1140,502374,43,8,1,7,0,2,5.375,1,1,1.0
2425,730,900,786913,48,9,0,8,0,4,5.333333333333333,1,1,-0.6
2426,730,900,13052789,41,7,0,6,0,1,5.857142857142857,1,1,0.3
2427,730,653,3239879,49,9,0,8,0,3,5.444444444444445,1,1,0.0
2428,730,887,2402436,40,8,0,7,0,3,5.0,1,1,0.0
2429,730,1020,755833,37,6,0,5,0,1,6.166666666666667,1,1,1.0
2430,730,729,314707,18,4,0,3,0,0,4.5,1,1,0.35
2431,730,572,2387870,25,4,0,3,0,0,6.25,1,1,1.0
2432,730,506,1004183,44,8,0,7,0,3,5.5,1,1,1.0
2433,730,889,556292,47,9,0,8,0,2,5.222222222222222,1,1,0.3595238095238095
2434,730,367,269320,27,5,0,4,0,1,5.4,1,1,0.0
2435,730,665,367102,29,5,0,4,0,0,5.8,1,1,0.4333333333333333
2436,730,1140,595055,42,8,0,7,0,2,5.25,1,1,1.0
2437,730,679,17148494,22,4,0,3,0,0,5.5,1,1,0.2142857142857142
2438,730,672,266802,41,9,0,8,0,4,4.555555555555555,1,1,0.0
2439,730,542,382264,39,8,0,7,0,3,4.875,1,1,0.5
2440,730,960,903897,22,5,0,4,0,1,4.4,1,1,-0.1999999999999999
2441,730,708,1911267,28,5,1,4,0,1,5.6,1,1,0.0
2442,730,900,918503,45,9,0,8,0,3,5.0,1,1,0.0
2443,730,788,807142,27,4,1,3,0,0,6.75,1,1,0.0
2444,730,756,5447592,46,9,0,8,0,3,5.111111111111111,1,1,-0.5
2445,730,1140,6299540,31,8,0,6,0,3,3.875,1,1,0.4333333333333333
2446,730,570,629248,21,4,0,3,0,0,5.25,1,1,-0.6
2447,730,551,4429926,38,6,0,5,0,1,6.333333333333333,1,1,0.175
2448,730,565,6051969,37,7,0,6,0,1,5.285714285714286,1,1,0.7166666666666667
2449,730,506,475831,27,4,0,3,0,0,6.75,1,1,-0.25
2450,730,594,2106059,24,4,0,3,0,0,6.0,1,1,-0.6
2451,730,437,1064799,23,4,0,3,0,0,5.75,1,1,0.0
2452,730,900,651179,46,8,0,7,0,2,5.75,1,1,0.1428571428571428
2453,730,715,792073,25,4,0,3,0,0,6.25,1,1,0.6000000000000001
2454,730,430,434687,43,8,0,7,0,2,5.375,1,1,0.3
2455,730,479,302780,22,4,0,3,0,0,5.5,1,1,0.0
2456,730,960,1234178,53,9,0,8,0,2,5.888888888888889,1,1,0.45
2457,730,886,9301094,36,8,0,7,0,3,4.5,1,1,0.4333333333333333
2458,730,473,571663,30,5,0,4,0,0,6.0,1,1,-0.6
2459,730,897,2962413,54,9,0,8,0,3,6.0,1,1,0.3
2460,730,764,6596900,46,8,1,7,0,2,5.75,1,1,1.0
2461,730,870,2899945,28,6,0,5,0,2,4.666666666666667,1,1,-0.6
2462,730,599,891778,33,6,0,5,0,2,5.5,1,1,0.5
2463,730,960,9561593,23,4,0,3,0,0,5.75,1,1,0.4
2464,730,379,550477,31,6,0,5,0,1,5.166666666666667,1,1,0.3166666666666666
2465,730,1080,492424,29,5,1,4,0,0,5.8,1,1,0.1363636363636363
2466,730,764,2057966,60,10,1,9,0,2,6.0,1,1,0.0
2467,730,822,537424,37,7,0,6,0,2,5.285714285714286,1,1,0.0
2468,730,694,2164367,37,8,0,7,0,3,4.625,1,1,0.35
2469,730,1140,1661761,38,9,0,8,0,2,4.222222222222222,1,1,0.4333333333333333
2470,730,741,1323583,62,12,0,11,0,5,5.166666666666667,1,1,0.0
2471,730,900,749380,40,6,0,5,0,1,6.666666666666667,1,1,0.3875
2472,730,767,11367374,40,8,0,7,0,3,5.0,1,1,-0.2916666666666667
2473,730,1020,363203,37,6,1,5,0,2,6.166666666666667,1,1,0.0
2474,730,750,380276,40,8,0,7,0,2,5.0,1,1,0.5
2475,730,616,20126677,24,5,0,4,0,1,4.8,1,1,-0.6
2476,730,537,1795024,44,7,1,6,0,2,6.285714285714286,1,1,0.5
2477,730,700,3971602,32,6,0,5,0,2,5.333333333333333,1,1,0.1666666666666666
2478,730,1080,7152461,50,9,0,8,0,3,5.555555555555555,1,1,0.9
2479,730,863,347553,28,5,0,4,0,1,5.6,1,1,1.0
2480,730,624,665119,50,10,0,9,0,3,5.0,1,1,0.0
2481,730,1920,4201791,64,11,1,10,0,1,5.818181818181818,1,1,0.0681818181818181
2482,730,766,11845750,42,8,0,7,0,3,5.25,1,1,0.1666666666666666
2483,730,661,547951,39,8,0,7,0,3,4.875,1,1,0.0
2484,730,1140,3363769,39,8,0,7,0,2,4.875,1,1,1.0
2485,730,900,846228,22,4,0,3,0,0,5.5,1,1,0.35
2486,730,518,2887271,40,6,0,5,0,2,6.666666666666667,1,1,0.5
2487,730,900,333490,41,7,0,6,0,1,5.857142857142857,1,1,0.5
2488,730,705,1759046,42,7,0,6,0,1,6.0,1,1,0.0999999999999999
2489,730,832,649554,45,8,1,7,0,2,5.625,1,1,0.3
2490,730,1260,3366364,55,12,0,11,0,4,4.583333333333333,1,1,0.4
2491,730,782,543163,34,7,0,6,0,2,4.857142857142857,1,1,1.0
2492,730,1200,4821773,26,6,0,5,0,1,4.333333333333333,1,1,0.5
2493,730,900,7800614,44,9,0,8,0,3,4.888888888888889,1,1,0.45
2494,730,824,6065706,46,8,0,7,0,1,5.75,1,1,0.35
2495,730,625,809195,46,9,0,8,0,2,5.111111111111111,1,1,0.65
2496,730,1020,446430,51,8,1,7,0,2,6.375,1,1,0.0
2497,730,807,649262,38,8,0,7,0,1,4.75,1,1,0.0
2498,730,717,1510507,44,9,0,8,0,3,4.888888888888889,1,1,0.1888888888888888
2499,730,872,1099469,39,8,0,7,0,2,4.875,1,1,0.0
2500,730,713,18670731,59,11,0,10,0,4,5.363636363636363,1,1,0.1
2501,730,844,12802844,30,5,0,4,0,0,6.0,1,1,0.0
2502,730,717,8787017,45,9,0,8,0,2,5.0,1,1,0.75
2503,730,866,342198,35,7,0,6,0,3,5.0,1,1,0.0
2504,730,852,574254,40,8,0,7,0,4,5.0,1,1,0.3595238095238095
2505,730,736,7667334,47,9,0,8,0,2,5.222222222222222,1,1,0.1
2506,730,677,3550688,50,9,2,7,0,0,5.555555555555555,1,1,-0.0833333333333333
2507,730,660,343333,32,4,0,3,0,0,8.0,1,1,-0.25
2508,730,729,504813,47,9,0,8,0,2,5.222222222222222,1,1,0.0
2509,730,857,890003,51,9,0,8,0,3,5.666666666666667,1,1,1.0
2510,730,496,15392891,30,5,0,4,0,1,6.0,1,1,1.0
2511,730,490,610431,28,5,0,4,0,1,5.6,1,1,0.0
2512,730,827,1498502,31,6,0,5,0,1,5.166666666666667,1,1,-0.6
2513,730,1080,5391305,54,10,0,8,0,3,5.4,1,1,1.0
2514,730,2520,1457189,47,6,0,5,0,0,7.833333333333333,1,0,0.5
2515,730,696,7011839,33,6,0,5,0,1,5.5,1,1,0.65
2516,730,709,424556,38,7,1,5,0,2,5.428571428571429,1,1,0.0
2517,730,799,694056,35,6,0,5,0,1,5.833333333333333,1,1,0.5
2518,730,1500,19102996,22,4,0,3,0,0,5.5,1,1,0.0
2519,730,1020,2697193,24,5,0,4,0,1,4.8,1,1,0.0
2520,730,1500,1302341,52,10,0,9,0,3,5.2,1,1,0.3666666666666667
2521,730,900,4015896,49,8,1,7,0,2,6.125,1,1,0.4333333333333333
2522,730,239,560973,47,6,0,5,0,0,7.833333333333333,1,0,0.5
2523,730,618,9247081,28,6,0,5,0,2,4.666666666666667,1,1,0.3
2524,730,700,754713,32,7,0,6,0,2,4.571428571428571,1,1,0.0
2525,730,705,325062,44,9,0,8,0,3,4.888888888888889,1,1,0.0
2526,730,655,727802,38,8,0,7,0,3,4.75,1,1,0.2142857142857142
2527,730,900,564228,18,4,0,3,0,0,4.5,1,1,0.35
2528,730,770,75044173,24,4,0,3,0,0,6.0,1,1,0.9
2529,730,891,1922689,23,4,0,3,0,0,5.75,1,1,0.35
2530,730,821,5082296,45,8,0,7,0,3,5.625,1,1,0.0
2531,730,558,1882233,33,6,0,5,0,1,5.5,1,1,0.2
2532,730,1200,924293,25,5,0,4,0,1,5.0,1,1,1.0
2533,730,838,1435833,44,8,0,7,0,2,5.5,1,1,0.8
2534,730,960,832976,41,7,0,5,0,1,5.857142857142857,1,1,0.4666666666666667
2535,730,1380,4169540,24,4,0,3,0,0,6.0,1,1,1.0
2536,730,1080,3768022,39,7,0,6,0,1,5.571428571428571,1,1,-0.6
2537,730,863,584763,39,8,0,7,0,2,4.875,1,1,0.2142857142857142
2538,730,771,659426,36,8,0,7,0,2,4.5,1,1,0.0
2539,730,1080,3320430,30,6,0,5,0,1,5.0,1,1,0.3916666666666666
2540,730,786,16939861,43,8,0,7,0,3,5.375,1,1,0.0
2541,730,631,561888,33,7,0,6,0,2,4.714285714285714,1,1,0.0
2542,730,900,6231066,40,8,0,7,0,4,5.0,1,1,0.0
2543,730,760,2422869,30,5,0,4,0,0,6.0,1,1,0.4
2544,730,900,10203038,36,6,0,5,0,1,6.0,1,1,0.75
2545,730,702,729810,23,4,0,3,0,0,5.75,1,1,0.6000000000000001
2546,730,714,375451,30,4,1,3,0,0,7.5,1,1,0.0
2547,730,515,638020,27,5,0,4,0,1,5.4,1,1,0.0
2548,730,823,2057592,38,7,0,6,0,2,5.428571428571429,1,1,0.2
2549,730,628,427523,46,9,0,8,0,4,5.111111111111111,1,1,-0.4999999999999999
2550,730,1260,6994588,36,7,0,6,0,2,5.142857142857143,1,1,0.0
2551,730,828,853728,40,8,0,7,0,3,5.0,1,1,0.375
2552,730,1140,19814442,40,8,0,7,0,2,5.0,1,1,0.0
2553,730,900,2261790,28,4,0,3,0,0,7.0,1,1,1.0
2554,730,582,2281555,33,7,0,6,0,2,4.714285714285714,1,1,-0.6
2555,730,705,23106631,27,5,0,4,0,0,5.4,1,1,0.0
2556,730,639,1821790,42,9,0,8,0,3,4.666666666666667,1,1,0.4
2557,730,633,305772,40,8,0,7,0,1,5.0,1,1,0.3825396825396825
2558,730,508,4775054,30,6,0,5,0,1,5.0,1,1,1.0
2559,730,866,1054049,36,7,0,6,0,2,5.142857142857143,1,1,0.5
2560,730,807,1521327,33,8,0,7,0,3,4.125,1,1,1.0
2561,730,1080,4215381,19,4,0,3,0,0,4.75,1,1,0.35
2562,730,1020,1418988,31,6,0,5,0,0,5.166666666666667,1,1,0.4333333333333333
2563,730,900,4028862,47,8,0,7,0,2,5.875,1,1,0.3
2564,730,1080,6623325,38,6,0,5,0,1,6.333333333333333,1,1,0.65
2565,730,887,430927,21,5,0,4,0,1,4.2,1,1,0.0
2566,730,467,433155,26,5,0,4,0,0,5.2,1,1,0.3
2567,730,900,922252,36,6,0,5,0,1,6.0,1,1,0.3
2568,730,960,1104125,27,4,1,3,0,0,6.75,1,1,0.0
2569,730,900,459000,23,4,0,3,0,0,5.75,1,1,0.0
2570,730,798,6383969,46,7,0,6,0,1,6.571428571428571,1,1,0.6
2571,730,960,3750773,54,11,0,10,0,3,4.909090909090909,1,1,0.4333333333333333
2572,730,534,3929671,31,5,0,3,0,1,6.2,1,1,0.85
2573,730,455,515489,22,4,0,3,0,0,5.5,1,1,0.0
2574,730,684,2030885,22,5,0,4,0,0,4.4,1,1,0.0
2575,730,477,770515,32,5,0,4,0,0,6.4,1,1,-1.0
2576,730,692,48759519,39,8,1,7,0,2,4.875,1,1,1.0
2577,730,416,331737,54,10,0,9,0,3,5.4,1,1,0.4
2578,730,715,429536,39,6,1,5,0,1,6.5,1,1,0.7000000000000001
2579,730,427,555262,19,4,0,3,0,0,4.75,1,1,0.35
2580,730,526,917259,39,8,0,6,0,2,4.875,1,1,0.35
2581,730,899,140700047,38,7,0,6,0,1,5.428571428571429,1,1,0.2142857142857142
2582,730,506,374408,32,7,0,6,0,2,4.571428571428571,1,1,-0.6
2583,730,584,1870959,45,9,0,8,0,3,5.0,1,1,0.275
2584,730,525,3566502,55,12,0,11,0,4,4.583333333333333,1,1,0.4333333333333333
2585,730,842,2895998,25,5,0,4,0,1,5.0,1,1,0.0
2586,730,563,908454,40,8,0,7,0,3,5.0,1,1,0.2666666666666666
2587,730,876,125212705,41,8,0,7,0,2,5.125,1,1,0.3
2588,730,549,4378375,45,7,0,6,0,1,6.428571428571429,1,1,0.5
2589,730,521,805446,32,6,0,5,0,2,5.333333333333333,1,1,0.1666666666666666
2590,730,612,489306,45,8,0,7,0,3,5.625,1,1,0.0
2591,730,802,8923836,49,9,0,8,0,3,5.444444444444445,1,1,0.3
2592,730,694,340859,46,10,0,9,0,3,4.6,1,1,0.2666666666666666
2593,730,960,3692086,36,8,0,7,0,2,4.5,1,1,0.0
2594,730,485,1624646,34,7,0,6,0,1,4.857142857142857,1,1,0.5
2595,730,960,8155057,37,7,0,6,0,1,5.285714285714286,1,1,0.0
2596,730,960,56960353,28,6,0,5,0,1,4.666666666666667,1,1,0.25
2597,730,564,1219145,36,7,0,5,0,2,5.142857142857143,1,1,0.2
2598,730,453,995586,41,8,0,7,0,2,5.125,1,1,-0.0499999999999999
2599,730,1260,16801875,36,6,0,5,0,1,6.0,1,1,1.0
2600,730,699,5144780,33,6,0,4,0,1,5.5,1,1,0.5
2601,730,650,577566,37,7,0,6,0,2,5.285714285714286,1,1,0.4333333333333333
2602,730,588,363926,44,8,0,7,0,2,5.5,1,1,0.25
2603,730,960,1926374,23,5,0,4,0,1,4.6,1,1,0.1
2604,730,560,7748570,32,5,0,4,0,0,6.4,1,1,0.4
2605,730,692,1006189,19,4,0,3,0,0,4.75,1,1,0.2142857142857142
2606,730,757,709099,27,4,1,3,0,0,6.75,1,1,0.35
2607,730,576,451613,28,5,0,4,0,1,5.6,1,1,0.0
2608,730,900,7642936,48,10,0,9,0,2,4.8,1,1,0.5111111111111112
2609,730,501,409650,24,4,0,3,0,0,6.0,1,1,0.35
2610,730,446,389658,48,9,0,8,0,3,5.333333333333333,1,1,1.0
2611,730,744,4215704,49,10,0,9,0,4,4.9,1,1,0.6000000000000001
2612,730,727,4230761,14,3,0,2,0,0,4.666666666666667,1,1,0.0
2613,730,848,3037250,42,7,0,6,0,1,6.0,1,1,0.4333333333333333
2614,730,496,8078097,39,8,0,7,0,2,4.875,1,1,0.0
2615,730,534,1584526,40,8,0,7,0,3,5.0,1,1,0.3
2616,730,886,825563,52,10,0,9,0,4,5.2,1,1,0.0
2617,730,589,524203,36,6,0,5,0,1,6.0,1,1,0.6000000000000001
2618,730,1080,643327,22,4,0,3,0,0,5.5,1,1,0.0
2619,730,633,4116089,33,5,1,4,0,1,6.6,1,1,0.0
2620,730,495,1604923,40,7,0,6,0,2,5.714285714285714,1,1,-0.5
2621,730,467,480052,39,7,0,6,0,2,5.571428571428571,1,1,0.0
2622,730,879,145368,28,6,0,5,0,1,4.666666666666667,1,1,-0.25
2623,730,899,3711259,39,6,0,5,0,0,6.5,1,1,0.9
2624,730,695,1214523,39,7,0,6,0,2,5.571428571428571,1,1,1.0
2625,730,720,1239752,29,5,0,4,0,0,5.8,1,1,-0.2
2626,730,464,329709,55,10,0,9,0,3,5.5,1,1,0.8
2627,730,627,715657,38,7,0,5,0,1,5.428571428571429,1,1,-0.0166666666666666
2628,730,900,687689,27,4,1,3,0,0,6.75,1,1,0.35
2629,730,574,805025,57,11,0,10,0,5,5.181818181818182,1,1,0.0
2630,730,481,502993,20,4,0,3,0,0,5.0,1,1,0.6000000000000001
2631,730,570,4747283,37,6,0,5,0,1,6.166666666666667,1,1,-0.05
2632,730,548,5762732,34,8,0,7,0,3,4.25,1,1,0.0
2633,730,856,4272218,52,9,0,8,0,2,5.777777777777778,1,1,0.35
2634,730,830,3558917,31,5,0,4,0,0,6.2,1,1,0.0
2635,730,722,634820,43,9,0,8,0,3,4.777777777777778,1,1,-0.25
2636,730,960,703795,32,6,0,5,0,2,5.333333333333333,1,1,0.25
2637,730,758,1404523,31,7,0,5,0,3,4.428571428571429,1,1,0.6000000000000001
2638,730,718,2283341,39,8,0,7,0,2,4.875,1,1,0.0
2639,730,559,1803519,42,9,0,8,0,3,4.666666666666667,1,1,0.0
2640,730,960,1042116,38,7,0,6,0,0,5.428571428571429,1,1,-0.6
2641,730,827,752450,38,9,0,8,0,2,4.222222222222222,1,1,0.3
2642,730,752,13977522,37,7,0,6,0,2,5.285714285714286,1,1,0.35
2643,730,668,12851533,33,6,0,5,0,0,5.5,1,1,0.2
2644,730,1080,5320733,36,7,0,6,0,2,5.142857142857143,1,1,-0.6
2645,730,838,515411,51,9,0,8,0,3,5.666666666666667,1,1,0.9
2646,730,1440,1171813,36,6,0,5,0,0,6.0,1,1,0.5
2647,730,900,2220016,35,6,0,5,0,1,5.833333333333333,1,1,0.9
2648,730,535,805255,31,6,0,5,0,2,5.166666666666667,1,1,0.6
2649,730,791,368370,31,6,0,5,0,0,5.166666666666667,1,1,0.0
2650,730,302,616069,52,9,1,8,0,3,5.777777777777778,1,1,0.1
2651,730,866,1012497,25,5,0,4,0,1,5.0,1,1,0.0
2652,730,1140,10255947,41,8,0,7,0,3,5.125,1,1,0.425
2653,730,564,225258,30,7,0,6,0,2,4.285714285714286,1,1,0.5
2654,730,900,4845666,36,6,0,5,0,2,6.0,1,1,0.0
2655,730,448,793675,43,8,0,7,0,2,5.375,1,1,-0.6
2656,730,900,887132,44,9,0,8,0,3,4.888888888888889,1,1,0.0
2657,730,744,1448360,48,8,0,7,0,2,6.0,1,1,-0.35
2658,730,1320,2510365,40,6,0,5,0,1,6.666666666666667,1,1,0.0
2659,730,1020,7102718,42,8,0,7,0,4,5.25,1,1,0.5
2660,730,578,12018676,29,5,0,4,0,0,5.8,1,1,-0.15
2661,730,960,25099503,41,10,0,9,0,4,4.1,1,1,0.0
2662,730,868,22761817,26,5,0,4,0,1,5.2,1,1,0.3333333333333333
2663,730,1140,7791537,44,8,0,7,0,3,5.5,1,1,0.5
2664,730,1200,10841543,30,6,0,5,0,2,5.0,1,1,-0.6
2665,730,771,16909002,44,8,0,7,0,2,5.5,1,1,0.0333333333333333
2666,730,402,15792643,24,4,0,3,0,0,6.0,1,1,0.0
2667,730,444,1669622,31,6,0,5,0,1,5.166666666666667,1,1,0.45
2668,730,671,1209654,42,7,0,6,0,1,6.0,1,1,0.5
2669,730,960,287050,46,9,0,8,0,4,5.111111111111111,1,1,0.0
2670,730,760,740336,55,10,0,8,0,2,5.5,1,1,-0.25
2671,730,469,2134941,32,6,0,5,0,1,5.333333333333333,1,1,0.0
2672,730,601,693626,35,6,0,5,0,1,5.833333333333333,1,1,0.0
2673,730,861,2660616,28,5,0,4,0,0,5.6,1,1,0.0
2674,730,960,6662543,27,6,0,5,0,1,4.5,1,1,0.0
2675,730,726,5296509,36,8,0,7,0,2,4.5,1,1,0.0
2676,730,668,10174960,20,4,0,3,0,0,5.0,1,1,0.4333333333333333
2677,730,843,1811531,31,6,0,5,0,1,5.166666666666667,1,1,-0.3
2678,730,900,9777646,32,7,0,5,0,2,4.571428571428571,1,1,0.4333333333333333
2679,730,1080,2761344,24,5,0,4,0,0,4.8,1,1,0.25
2680,730,1440,890363,53,9,0,8,0,3,5.888888888888889,1,1,0.3
2681,730,1080,1617961,40,8,0,7,0,1,5.0,1,1,0.0
2682,730,773,332471,51,9,0,8,0,3,5.666666666666667,1,1,0.5
2683,730,845,12151153,25,4,0,3,0,0,6.25,1,1,0.9
2684,730,1080,23903241,53,9,2,8,0,2,5.888888888888889,1,1,0.0
2685,730,1200,439116,26,4,1,3,0,0,6.5,1,1,0.0
2686,730,900,222526,31,6,0,5,0,1,5.166666666666667,1,1,0.0
2687,730,789,9382321,55,12,2,9,0,4,4.583333333333333,1,0,0.25
2688,730,960,7548680,41,8,0,7,0,3,5.125,1,1,0.4333333333333333
2689,730,900,460343,25,4,0,3,0,0,6.25,1,1,-0.6
2690,730,888,4012702,26,4,0,3,0,0,6.5,1,1,-0.25
2691,730,900,1067985,55,11,0,10,0,4,5.0,1,1,0.4166666666666667
2692,730,960,14447592,56,9,0,8,0,3,6.222222222222222,1,1,0.4
2693,730,715,3474616,31,6,0,5,0,2,5.166666666666667,1,1,0.0
2694,730,900,1339968,45,8,2,7,0,3,5.625,1,1,0.0
2695,730,605,6119672,21,4,0,3,0,0,5.25,1,1,-0.3166666666666666
2696,730,751,4580027,47,8,0,7,0,2,5.875,1,1,0.35
2697,730,547,698563,32,6,0,5,0,0,5.333333333333333,1,1,0.0
2698,730,1080,24541362,45,9,0,8,0,2,5.0,1,1,0.2848484848484848
2699,730,1080,23007256,26,6,0,5,0,0,4.333333333333333,1,1,0.175
2700,730,3960,489324,27,5,0,5,0,1,5.4,0,0,0.1363636363636363
2701,730,1140,501199,28,5,0,4,0,0,5.6,1,1,0.4333333333333333
2702,730,900,1875325,29,6,0,5,0,0,4.833333333333333,1,1,0.0
2703,730,723,10219627,32,6,0,5,0,2,5.333333333333333,1,1,0.25
2704,730,960,17076814,30,5,0,4,0,0,6.0,1,1,0.35
2705,730,782,16619316,32,6,0,5,0,1,5.333333333333333,1,1,0.0
2706,730,821,1018168,39,8,0,7,0,3,4.875,1,1,0.6
2707,730,900,4384136,50,11,0,9,0,4,4.545454545454546,1,1,0.35
2708,730,773,3259669,26,5,0,4,0,2,5.2,1,1,0.0
2709,730,1440,3513049,29,6,0,5,0,1,4.833333333333333,1,1,-0.6
2710,730,1380,621204,36,6,1,5,0,1,6.0,1,1,0.15
2711,730,960,11233310,31,6,0,5,0,1,5.166666666666667,1,1,0.0
2712,730,617,5442991,35,7,0,6,0,2,5.0,1,1,0.3
2713,730,703,1329055,43,9,0,8,0,3,4.777777777777778,1,1,0.25
2714,730,1260,424499,45,10,0,9,0,3,4.5,1,1,0.0
2715,730,537,661654,31,7,0,6,0,3,4.428571428571429,1,1,0.0
2716,730,767,272452,35,6,0,5,0,2,5.833333333333333,1,1,0.1
2717,730,1140,13897683,25,5,0,4,0,1,5.0,1,1,1.0
2718,730,960,790844,61,11,1,10,0,4,5.545454545454546,1,1,0.0
2719,730,728,5778183,48,10,0,9,0,4,4.8,1,1,0.0
2720,730,837,6434166,41,7,0,6,0,1,5.857142857142857,1,1,0.0
2721,730,1020,45173518,30,5,0,4,0,1,6.0,1,1,1.0
2722,730,1020,1217531,39,7,1,6,0,3,5.571428571428571,1,1,0.0
2723,730,1140,2532530,47,8,1,7,0,3,5.875,1,1,0.0
2724,730,1080,22474730,43,8,0,7,0,3,5.375,1,1,0.0
2725,730,1080,3076546,44,8,0,7,0,3,5.5,1,1,1.0
2726,730,1200,495606,28,6,0,5,0,2,4.666666666666667,1,1,-0.0499999999999999
2727,730,1200,391555,36,7,0,6,0,1,5.142857142857143,1,1,0.3
2728,730,784,10735070,24,4,0,3,0,0,6.0,1,1,0.2
2729,730,1140,2884301,29,5,0,4,0,0,5.8,1,1,0.4
2730,730,821,432585,31,6,0,5,0,1,5.166666666666667,1,1,0.5
2731,730,1020,1086082,27,4,0,3,0,0,6.75,1,1,0.9
2732,730,900,1469466,36,6,0,5,0,1,6.0,1,1,0.5
2733,730,1980,410279,45,9,0,8,0,2,5.0,1,1,0.4333333333333333
2734,730,503,321104,44,8,0,7,0,2,5.5,1,1,0.5
2735,730,717,275263,36,7,0,6,0,3,5.142857142857143,1,1,0.3
2736,730,760,2455520,32,7,0,6,0,2,4.571428571428571,1,1,0.0
2737,730,430,3137742,32,5,0,4,0,1,6.4,1,1,1.0
2738,730,749,6126022,40,9,0,8,0,2,4.444444444444445,1,1,0.2249999999999999
2739,730,900,1569412,55,10,0,9,0,3,5.5,1,1,1.0
2740,730,622,456487,37,8,0,7,0,2,4.625,1,1,0.2142857142857142
2741,730,1080,332260,43,8,0,7,0,2,5.375,1,1,0.4333333333333333
2742,730,3780,3113974,44,9,0,8,0,4,4.888888888888889,1,0,-0.0499999999999999
2743,730,900,9707334,39,8,0,7,0,2,4.875,1,1,0.2
2744,730,440,1949450,28,4,0,3,0,0,7.0,1,1,1.0
2745,730,841,527275,37,8,0,7,0,3,4.625,1,1,0.8
2746,730,900,506732,56,11,1,10,0,3,5.090909090909091,1,1,0.2
2747,730,696,792092,55,11,0,10,0,2,5.0,1,1,0.2571428571428571
2748,730,900,730368,39,6,0,4,0,1,6.5,1,1,0.5
2749,730,1080,1588592,43,7,0,6,0,2,6.142857142857143,1,1,0.2
2750,730,960,17386978,46,8,0,7,0,2,5.75,1,1,-0.075
2751,730,837,17437586,33,7,0,6,0,2,4.714285714285714,1,1,0.4
2752,730,960,12108676,46,8,0,7,0,2,5.75,1,1,0.1
2753,730,900,819838,48,10,0,9,0,4,4.8,1,1,0.2
2754,730,512,3577416,23,4,0,3,0,0,5.75,1,1,0.5
2755,730,900,23159454,31,5,0,4,0,0,6.2,1,1,-0.175
2756,730,852,2586733,40,7,0,6,0,2,5.714285714285714,1,1,0.2
2757,730,1020,1921131,59,13,2,9,0,3,4.538461538461538,1,1,0.3333333333333333
2758,730,1260,17000128,29,6,0,5,0,1,4.833333333333333,1,1,0.0
2759,730,1080,1072063,35,7,0,6,0,1,5.0,1,1,0.625
2760,730,900,674944,54,9,0,8,0,3,6.0,1,1,0.0
2761,730,783,5837690,37,5,1,4,0,0,7.4,1,1,0.0
2762,730,960,4192674,48,10,0,9,0,4,4.8,1,1,0.2
2763,730,807,2810119,46,9,0,8,0,3,5.111111111111111,1,1,-0.4
2764,730,1200,852620,32,6,0,5,0,2,5.333333333333333,1,1,1.0
2765,730,796,574879,44,8,0,7,0,3,5.5,1,0,0.0
2766,730,900,3621435,27,5,0,4,0,0,5.4,1,1,0.35
