,active_since_days,duration_seconds,total_views,num_chars,num_words,num_punctuation,num_words_uppercase,num_words_lowercase,num_stopwords,avg_word_len,contain_digits,startswith_digits,title_sentiment
837,365,824,490056,48,8,0,7,0,1,6.0,1,1,0.5
838,365,773,721996,30,3,0,3,0,0,10.0,0,0,0.35
839,365,690,407711,41,7,0,6,0,2,5.857142857142857,1,1,0.35
840,365,787,255792,45,7,0,6,0,1,6.428571428571429,1,1,0.5
841,365,782,623478,53,13,2,11,0,3,4.076923076923077,1,1,0.0
842,365,811,4456492,57,9,2,7,0,1,6.333333333333333,1,1,0.25
843,365,783,1465631,39,8,0,7,0,3,4.875,1,1,0.4499999999999999
844,365,730,419652,42,8,0,7,0,3,5.25,1,1,0.0
845,365,684,1220548,31,7,0,6,0,2,4.428571428571429,1,1,0.0
846,365,9000,3578119,47,6,1,6,0,1,7.833333333333333,1,0,0.0
847,365,823,283205,47,9,0,8,0,3,5.222222222222222,1,1,0.6000000000000001
848,365,866,6749692,46,8,1,7,0,3,5.75,1,1,0.8
849,365,900,529877,42,8,0,7,0,3,5.25,1,1,0.4333333333333333
850,365,899,388316,42,8,0,7,0,3,5.25,1,1,0.0
851,365,745,694323,21,4,0,3,0,0,5.25,1,1,-0.6
852,365,609,420501,39,6,0,5,0,1,6.5,1,1,0.35
853,365,960,1114675,58,9,2,8,0,3,6.444444444444445,1,1,0.6
854,365,728,356171,38,6,0,5,0,1,6.333333333333333,1,1,0.3333333333333333
855,365,796,292636,32,8,0,7,0,4,4.0,1,1,0.0
856,365,766,516455,39,6,1,5,0,1,6.5,1,1,0.0
857,365,715,495036,30,6,0,5,0,1,5.0,1,1,0.4333333333333333
858,365,844,1644530,45,9,0,8,0,3,5.0,1,1,0.0
859,365,871,356179,47,9,0,8,0,2,5.222222222222222,1,1,0.175
860,365,884,339287,55,10,2,8,0,1,5.5,1,1,0.1666666666666666
861,365,960,1047782,48,8,0,7,0,2,6.0,1,1,0.5
862,365,900,1552859,49,10,0,9,0,4,4.9,1,1,0.0
863,365,960,866901,47,9,2,7,0,0,5.222222222222222,1,1,0.6000000000000001
864,365,960,602601,40,8,0,7,0,3,5.0,1,1,0.65
865,365,601,665694,30,6,0,5,0,2,5.0,1,1,1.0
866,365,478,295231,44,8,0,7,0,2,5.5,1,1,0.0
867,365,1020,432120,62,9,2,7,0,1,6.888888888888889,1,1,0.1
868,365,900,807324,30,5,0,4,0,1,6.0,1,1,0.9
869,365,792,278390,44,9,0,8,0,4,4.888888888888889,1,1,0.0
870,365,851,1014128,43,8,1,7,0,1,5.375,1,1,0.25
871,365,807,3738413,35,6,0,5,0,1,5.833333333333333,1,1,0.9
872,365,785,382524,47,8,2,7,0,0,5.875,0,0,0.4333333333333333
873,365,751,2746244,31,6,0,5,0,0,5.166666666666667,1,1,0.5
874,365,835,1307412,38,9,0,8,0,3,4.222222222222222,1,1,0.65
875,365,858,507336,43,8,0,7,0,3,5.375,1,1,0.0
876,365,800,554410,41,7,1,6,0,1,5.857142857142857,1,1,0.0
877,365,810,617106,46,10,0,9,0,5,4.6,1,1,0.1666666666666666
878,365,620,308491,34,5,0,5,0,1,6.8,0,0,0.1666666666666666
879,365,765,446491,24,5,0,4,0,0,4.8,1,1,-0.15
880,365,751,2376602,22,4,0,3,0,0,5.5,1,1,0.0
881,365,773,1037871,38,7,0,6,0,2,5.428571428571429,1,1,0.0
882,365,691,218341,25,4,0,4,0,0,6.25,0,0,0.0
883,365,804,1221642,27,5,0,5,0,1,5.4,0,0,0.2
884,365,677,453213,46,9,0,8,0,4,5.111111111111111,1,1,0.7000000000000001
885,365,770,401697,40,8,0,7,0,2,5.0,1,1,0.0749999999999999
886,365,900,1049903,31,5,0,4,0,0,6.2,1,1,0.5
887,365,812,734130,39,9,0,8,0,5,4.333333333333333,1,1,-0.55
888,365,732,241488,31,6,0,5,0,2,5.166666666666667,1,1,-0.0499999999999999
889,365,764,306652,40,7,0,6,0,2,5.714285714285714,1,1,0.0
890,365,900,3788451,22,4,0,3,0,0,5.5,1,1,0.8
891,365,673,1370361,30,5,0,5,0,1,6.0,0,0,0.2
892,365,843,450915,37,7,0,6,0,2,5.285714285714286,1,1,0.0
893,365,782,460749,35,7,0,6,0,1,5.0,1,1,0.0
894,365,900,499531,42,9,0,8,0,3,4.666666666666667,1,1,0.2
895,365,863,1930301,49,9,2,8,0,3,5.444444444444445,1,1,0.0
896,365,960,579159,42,6,0,5,0,1,7.0,1,1,1.0
897,365,831,630351,40,8,0,7,0,3,5.0,1,1,0.0
898,365,872,235146,32,5,0,5,0,1,6.4,0,0,0.0
899,365,8700,2766393,46,8,0,7,0,1,5.75,1,1,0.4666666666666667
900,365,1020,12611929,52,9,2,8,0,3,5.777777777777778,1,1,0.7
901,365,663,367475,30,6,0,5,0,2,5.0,1,1,0.1
902,365,707,419439,28,7,0,6,0,2,4.0,1,1,0.2857142857142857
903,365,900,421615,32,6,0,5,0,1,5.333333333333333,1,1,0.6000000000000001
904,365,828,519062,66,12,4,11,0,4,5.5,1,0,0.3249999999999999
905,365,794,682792,38,7,0,7,0,1,5.428571428571429,0,0,0.4333333333333333
906,365,648,316878,30,5,0,4,0,1,6.0,1,1,-0.5
907,365,871,390459,75,15,5,13,0,7,5.0,0,0,-1.0
908,365,876,923395,33,6,0,6,0,3,5.5,0,0,-1.0
909,365,631,548187,41,8,1,7,0,2,5.125,1,1,0.8
910,365,817,610723,29,5,0,3,0,1,5.8,1,1,0.5
911,365,787,443235,38,7,0,6,0,2,5.428571428571429,1,1,0.5
912,365,756,3268260,31,6,0,5,0,2,5.166666666666667,1,1,0.5
913,365,900,410909,46,8,0,8,0,3,5.75,0,0,0.3916666666666666
914,365,848,1046809,26,5,0,4,0,1,5.2,1,1,0.0
915,365,627,572817,40,7,0,6,0,2,5.714285714285714,1,1,1.0
916,365,767,835966,51,9,0,8,0,2,5.666666666666667,1,1,0.0
917,365,900,936628,29,6,0,6,0,3,4.833333333333333,0,0,0.85
918,365,960,696351,42,8,0,7,0,2,5.25,1,1,0.25
919,365,12360,8401369,66,11,2,9,0,1,6.0,1,1,0.2
920,365,740,126545,38,7,0,7,0,4,5.428571428571429,0,0,0.0
921,365,706,304436,35,6,0,5,0,2,5.833333333333333,1,1,0.0
922,365,761,4641510,23,4,0,3,0,0,5.75,1,1,0.1
923,365,863,521981,57,10,2,8,0,2,5.7,1,0,-0.2166666666666666
924,365,822,1706641,23,5,0,4,0,0,4.6,1,1,0.2142857142857142
925,365,809,387975,39,8,0,7,0,4,4.875,1,1,0.4333333333333333
926,365,829,35512379,44,8,0,7,0,2,5.5,1,1,0.0
927,365,960,241027,46,9,0,9,0,3,5.111111111111111,0,0,0.5111111111111112
928,365,872,285524,27,6,0,6,0,3,4.5,0,0,0.0
929,365,869,631364,36,6,0,5,0,2,6.0,1,1,0.0
930,365,668,555198,46,11,2,9,0,4,4.181818181818182,1,0,-0.6
931,365,752,241279,46,12,2,10,0,5,3.8333333333333335,1,0,-0.35
932,365,814,4380854,31,7,0,6,0,2,4.428571428571429,1,1,-0.5
933,365,685,281953,26,5,0,4,0,1,5.2,1,1,0.0
934,365,769,1403815,60,11,0,10,0,4,5.454545454545454,1,1,0.35
935,365,708,640127,18,4,0,3,0,0,4.5,1,1,0.5
936,365,900,487073,47,8,0,7,0,3,5.875,1,1,0.25
937,365,900,700791,43,7,0,7,0,2,6.142857142857143,0,0,0.5
938,365,862,646189,39,8,0,7,0,2,4.875,1,1,1.0
939,365,796,566621,50,10,0,9,0,2,5.0,1,1,-0.15
940,365,640,449193,44,7,0,6,0,1,6.285714285714286,1,1,0.5
941,365,882,423622,54,10,2,8,0,1,5.4,1,1,0.0047619047619047
942,365,960,427930,52,9,0,8,0,4,5.777777777777778,1,1,0.1875
943,365,900,909322,28,6,0,5,0,1,4.666666666666667,1,1,0.4
944,365,845,375795,28,6,0,5,0,2,4.666666666666667,1,1,-0.6
945,365,900,857704,29,5,0,4,0,1,5.8,1,1,0.25
946,365,960,5496952,47,10,0,9,0,3,4.7,1,1,0.4428571428571429
947,365,802,680168,36,8,0,7,0,2,4.5,1,1,0.4333333333333333
948,365,896,1719167,47,10,0,9,0,2,4.7,1,1,0.1666666666666666
949,365,769,1033279,42,6,2,5,0,1,7.0,1,1,0.0
950,365,835,579836,58,11,2,9,0,3,5.2727272727272725,1,1,1.0
951,365,900,576768,53,9,2,7,0,1,5.888888888888889,1,0,0.6000000000000001
952,365,836,727199,45,9,0,8,0,2,5.0,1,1,0.3666666666666667
953,365,900,546266,30,4,0,3,0,0,7.5,1,1,0.0
954,365,581,657444,46,8,0,7,0,0,5.75,1,1,0.3333333333333333
955,365,960,650181,40,6,0,5,0,1,6.666666666666667,1,1,0.1
956,365,774,370298,51,10,0,9,0,2,5.1,1,1,0.6000000000000001
957,365,745,815109,25,5,0,4,0,0,5.0,1,1,0.5
958,365,706,411521,42,8,0,7,0,1,5.25,1,1,0.0
959,365,875,854759,44,9,0,7,0,3,4.888888888888889,1,1,0.3
960,365,900,905665,42,7,0,6,0,1,6.0,1,1,0.0
961,365,960,912915,43,8,0,7,0,2,5.375,1,1,0.9
962,365,816,1334020,35,6,0,5,0,1,5.833333333333333,1,1,0.3
963,365,11160,4350029,37,7,0,6,0,2,5.285714285714286,1,1,-0.6
964,365,766,614140,37,7,0,6,0,2,5.285714285714286,1,1,0.0
965,365,765,327976,52,10,0,9,0,4,5.2,1,1,0.0
966,365,778,654700,33,7,0,6,0,2,4.714285714285714,1,1,0.0
967,365,808,833899,31,6,0,5,0,1,5.166666666666667,1,1,0.6000000000000001
968,365,960,617550,39,6,0,5,0,1,6.5,1,1,0.0
969,365,900,900141,46,8,0,7,0,2,5.75,1,1,-1.0
970,365,1260,945730,29,6,0,5,0,0,4.833333333333333,1,1,0.0
971,365,900,219097,53,9,0,8,0,2,5.888888888888889,1,1,0.8
972,365,900,416514,64,10,3,8,0,2,6.4,1,1,0.1
973,365,784,480512,55,11,0,10,0,3,5.0,1,1,0.4333333333333333
974,365,778,281393,31,7,0,6,0,2,4.428571428571429,1,1,0.35
975,365,900,506543,53,10,0,9,0,4,5.3,1,1,-0.6
976,365,960,730969,44,7,0,6,0,1,6.285714285714286,1,1,0.4
977,365,747,914217,24,4,0,3,0,0,6.0,1,1,0.0
978,365,796,384845,41,7,0,6,0,1,5.857142857142857,1,1,1.0
979,365,785,2859823,53,9,2,8,0,0,5.888888888888889,0,0,0.125
980,365,739,13802877,53,8,1,7,0,2,6.625,1,1,0.0
981,365,745,1212997,32,6,0,5,0,2,5.333333333333333,1,1,0.3
982,365,1140,284933,43,8,0,7,0,3,5.375,1,1,0.6
983,365,799,300351,33,8,0,7,0,2,4.125,1,1,-0.4
984,365,3840,4729890,49,9,0,8,0,3,5.444444444444445,1,1,0.5
985,365,758,598650,32,6,0,5,0,1,5.333333333333333,1,1,0.7166666666666667
986,365,900,1160761,35,5,0,4,0,0,7.0,1,1,-0.6
987,365,796,232769,39,7,0,6,0,2,5.571428571428571,1,1,0.6000000000000001
988,365,769,274434,43,6,0,6,0,1,7.166666666666667,0,0,0.85
989,365,894,1173516,43,8,0,7,0,3,5.375,1,1,0.4333333333333333
990,365,693,294029,31,6,0,5,0,1,5.166666666666667,1,1,-0.5
991,365,775,467747,26,5,0,4,0,0,5.2,1,1,0.5
992,365,772,1007184,52,9,0,9,0,4,5.777777777777778,0,0,0.0
993,365,746,427042,46,9,0,8,0,2,5.111111111111111,1,1,0.25
994,365,716,1594795,29,4,0,3,0,0,7.25,1,1,0.1
995,365,900,4151187,43,9,0,8,0,3,4.777777777777778,1,1,0.0
996,365,891,230279,54,11,0,10,0,4,4.909090909090909,1,1,0.6166666666666667
997,365,960,250357,52,8,2,7,0,0,6.5,0,0,0.1777777777777778
998,365,1020,911722,58,11,0,10,0,3,5.2727272727272725,1,1,0.2
999,365,838,629521,26,4,0,3,0,0,6.5,1,1,0.4
1000,365,3960,1059636,85,15,4,13,0,2,5.666666666666667,1,1,0.175
1001,365,725,1695971,67,14,3,13,0,6,4.785714285714286,0,0,0.25
1002,365,883,414634,37,6,0,5,0,1,6.166666666666667,1,1,0.7
1003,365,899,541253,46,9,0,8,0,3,5.111111111111111,1,1,0.1363636363636363
1004,365,960,790289,45,8,0,7,0,2,5.625,1,1,-0.4
1005,365,900,357802,28,4,0,3,0,0,7.0,1,1,0.5
1006,365,629,2509638,44,8,0,7,0,3,5.5,1,1,0.0
1007,365,716,1474388,39,9,0,8,0,3,4.333333333333333,1,1,-0.6
1008,365,896,309572,44,8,0,7,0,1,5.5,1,1,0.275
1009,365,854,670457,21,4,0,3,0,0,5.25,1,1,0.35
1010,365,797,1439512,54,12,3,10,0,3,4.5,1,1,0.3
1011,365,735,265474,37,8,0,7,0,2,4.625,1,1,0.0
1012,365,863,207814,43,9,0,8,0,3,4.777777777777778,1,1,0.25
1013,365,831,2356022,64,11,2,9,0,1,5.818181818181818,1,1,0.55
1014,365,960,1121828,24,4,0,3,0,0,6.0,1,1,0.1
1015,365,900,2929753,40,8,1,7,0,2,5.0,1,1,0.0
1016,365,3840,1625353,68,12,3,10,0,1,5.666666666666667,1,1,0.7166666666666667
1017,365,606,403442,36,6,0,5,0,1,6.0,1,1,-0.3888888888888889
1018,365,647,470243,45,7,1,6,0,3,6.428571428571429,1,1,-0.4
1019,365,900,1002271,29,4,0,3,0,0,7.25,1,1,0.5
1020,365,900,362351,40,8,0,7,0,2,5.0,1,1,0.0
1021,365,808,627763,37,7,1,6,0,3,5.285714285714286,1,1,0.0
1022,365,794,397896,46,9,0,8,0,3,5.111111111111111,1,1,0.4333333333333333
1023,365,692,1052035,24,5,0,4,0,1,4.8,1,1,0.0
1024,365,960,803615,55,10,0,9,0,2,5.5,1,1,0.2
1025,365,960,281584,35,7,0,7,0,2,5.0,0,0,0.175
1026,365,735,27208002,55,10,0,9,0,3,5.5,1,1,0.1666666666666666
1027,365,765,427053,30,6,0,5,0,1,5.0,1,1,-0.25
1028,365,900,689237,42,9,0,8,0,4,4.666666666666667,1,1,0.0
1029,365,874,799427,64,12,0,11,0,5,5.333333333333333,1,1,0.0
1030,365,779,423423,40,7,0,6,0,2,5.714285714285714,1,1,0.4
1031,365,1320,449318,42,9,0,8,0,3,4.666666666666667,1,1,0.4666666666666667
1032,365,960,265056,41,7,0,6,0,2,5.857142857142857,1,1,0.0
1033,365,795,419904,46,9,0,8,0,2,5.111111111111111,1,1,0.85
1034,365,805,3425444,26,4,0,4,0,2,6.5,0,0,0.0
1035,365,862,336119,64,12,4,10,0,0,5.333333333333333,1,1,0.25
1036,365,816,801586,44,10,2,8,0,3,4.4,1,1,0.0
1037,365,831,632095,29,5,0,4,0,0,5.8,1,1,0.6000000000000001
1038,365,609,3248728,33,6,0,5,0,2,5.5,1,1,0.5
1039,365,737,476525,49,8,0,7,0,2,6.125,1,1,0.6
1040,365,892,1749611,46,9,0,8,0,3,5.111111111111111,1,1,0.1666666666666666
1041,365,776,289886,52,10,2,8,0,1,5.2,1,1,0.0166666666666666
1042,365,794,582794,46,8,2,6,0,0,5.75,1,0,0.5
1043,365,828,705575,43,8,0,7,0,3,5.375,1,1,1.0
1044,365,845,356777,31,6,0,5,0,1,5.166666666666667,1,1,0.0
1045,365,858,1606139,32,5,0,4,0,0,6.4,1,1,0.9
1046,365,846,366670,55,8,0,8,0,3,6.875,0,0,0.6000000000000001
1047,365,900,1417885,28,5,0,4,0,1,5.6,1,1,0.5
1048,365,799,379661,77,15,4,13,0,5,5.133333333333334,1,0,0.8
1049,365,900,1118325,30,5,0,4,0,1,6.0,1,1,0.5
1050,365,900,673178,35,6,0,5,0,1,5.833333333333333,1,1,0.9
1051,365,960,621547,36,7,0,6,0,1,5.142857142857143,1,1,0.0
1052,365,885,645646,45,8,1,7,0,3,5.625,1,1,0.25
1053,365,797,2274575,41,8,0,7,0,3,5.125,1,1,1.0
1054,365,900,251448,57,10,0,9,0,4,5.7,1,1,0.0
1055,365,900,469388,31,5,1,4,0,0,6.2,1,1,0.2142857142857142
1056,365,894,631351,51,9,0,8,0,2,5.666666666666667,1,1,0.9
1057,365,753,729288,18,4,0,3,0,1,4.5,1,1,0.0
1058,365,658,407769,35,6,2,4,0,0,5.833333333333333,1,0,0.6000000000000001
1059,365,3720,1134191,58,10,1,9,0,2,5.8,1,1,0.4333333333333333
1060,365,698,428157,43,8,0,7,0,2,5.375,1,1,1.0
1061,365,867,8766825,74,13,3,11,0,1,5.6923076923076925,1,1,0.2444444444444444
1062,365,743,604754,53,8,0,7,0,2,6.625,1,1,0.3666666666666667
1063,365,872,807942,60,10,0,9,0,3,6.0,1,1,0.0
1064,365,832,278940,42,7,0,6,0,1,6.0,1,1,0.1666666666666666
1065,365,840,976602,38,7,0,6,0,1,5.428571428571429,1,1,-0.3
1066,365,750,294634,28,4,0,2,0,0,7.0,1,1,0.85
1067,365,900,401197,31,6,0,5,0,2,5.166666666666667,1,1,0.35
1068,365,732,721595,40,6,0,5,0,1,6.666666666666667,1,1,0.0
1069,365,768,406632,49,10,3,7,0,1,4.9,1,1,0.425
1070,365,616,6862268,42,8,0,7,0,2,5.25,1,1,-0.35
1071,365,808,1746309,62,12,0,11,0,4,5.166666666666667,1,1,0.4333333333333333
1072,365,900,1914061,60,10,2,8,0,2,6.0,1,1,0.0
1073,365,858,1600220,45,9,0,8,0,3,5.0,1,1,0.7
1074,365,784,3902213,44,7,0,6,0,1,6.285714285714286,1,1,0.0
1075,365,858,328257,54,10,0,9,0,2,5.4,1,1,0.35
1076,365,798,440079,41,7,0,6,0,2,5.857142857142857,1,1,0.4333333333333333
1077,365,834,421626,42,7,0,6,0,1,6.0,1,1,0.35
1078,365,741,882111,49,9,0,8,0,2,5.444444444444445,1,1,0.3
1079,365,884,4102071,48,9,0,8,0,2,5.333333333333333,1,1,0.6000000000000001
1080,365,1020,7312931,42,8,0,6,0,3,5.25,1,1,1.0
1081,365,867,652081,40,8,0,7,0,3,5.0,1,1,0.5
1082,365,772,438006,57,9,2,7,0,1,6.333333333333333,1,0,0.3
1083,365,759,711935,50,7,0,7,0,2,7.142857142857143,0,0,0.45
1084,365,1140,736125,42,7,1,6,0,1,6.0,1,1,0.5
1085,365,542,365443,42,7,0,6,0,2,6.0,1,1,0.0
1086,365,646,436821,49,9,0,8,0,2,5.444444444444445,1,1,0.3
1087,365,900,992715,48,8,1,7,0,3,6.0,1,1,-0.1999999999999999
1088,365,785,527044,41,8,0,7,0,2,5.125,1,1,0.4333333333333333
1089,365,900,458033,73,15,2,13,0,5,4.866666666666666,1,1,0.0
1090,365,836,53800453,30,5,0,4,0,1,6.0,1,1,1.0
1091,365,682,866492,41,7,0,6,0,2,5.857142857142857,1,1,0.6000000000000001
1092,365,960,771317,54,7,4,5,0,0,7.714285714285714,1,1,0.5
1093,365,771,317862,63,12,2,10,0,2,5.25,1,1,-0.6
1094,365,781,725398,41,8,0,7,0,2,5.125,1,1,0.625
1095,365,762,745693,45,8,1,7,0,2,5.625,1,1,0.0
1096,365,830,838830,22,4,0,3,0,0,5.5,1,1,0.0
1097,365,814,1288635,45,9,0,8,0,3,5.0,1,1,0.0
1098,365,756,656282,32,6,0,5,0,1,5.333333333333333,1,1,0.0071428571428571
1099,365,572,399199,30,7,0,7,0,2,4.285714285714286,0,0,-0.125
1100,365,815,518075,41,6,0,5,0,1,6.833333333333333,1,1,0.9
1101,365,478,987793,38,8,0,7,0,3,4.75,1,1,0.0
1102,365,490,401819,42,8,0,7,0,2,5.25,1,1,-0.6
1103,365,884,840476,74,16,4,13,0,5,4.625,1,1,0.25
1104,365,892,1250194,31,6,0,5,0,0,5.166666666666667,1,1,0.4166666666666666
1105,365,802,3726474,42,9,0,8,0,2,4.666666666666667,1,1,0.175
1106,365,900,332453,63,11,3,10,0,3,5.727272727272728,0,0,0.05
1107,365,770,1486223,48,10,0,8,0,3,4.8,1,1,0.35
1108,365,563,1201068,30,7,0,6,0,3,4.285714285714286,1,1,0.0
1109,365,1080,745859,40,8,0,7,0,3,5.0,1,1,0.0
1110,365,689,230188,46,9,0,8,0,2,5.111111111111111,1,1,0.0
1111,365,4260,3243863,58,12,2,10,0,4,4.833333333333333,1,1,0.1363636363636363
1112,365,1020,1326309,39,8,0,7,0,2,4.875,1,1,-0.1666666666666666
1113,365,900,641705,41,7,0,6,0,1,5.857142857142857,1,1,0.9
1114,365,787,323795,46,8,1,8,0,3,5.75,0,0,0.1
1115,365,491,636535,41,8,0,7,0,2,5.125,1,1,0.2166666666666666
1116,365,841,2846865,66,12,0,11,0,4,5.5,1,1,0.5
1117,365,666,374368,30,6,0,5,0,0,5.0,1,1,-0.6
1118,365,766,719814,49,10,0,9,0,4,4.9,1,1,0.0
1119,365,737,823721,51,9,0,8,0,2,5.666666666666667,1,1,-0.6
1120,365,722,446248,45,8,0,7,0,2,5.625,1,1,0.2833333333333333
1121,365,768,422757,46,9,0,8,0,2,5.111111111111111,1,1,0.0
1122,365,766,249412,48,9,1,9,0,4,5.333333333333333,0,0,0.0
1123,365,581,1232950,49,9,1,8,0,3,5.444444444444445,1,1,0.0
1124,365,548,459553,33,4,1,3,0,0,8.25,1,1,0.0
1125,365,654,376468,27,5,0,4,0,1,5.4,1,1,0.1
1126,365,663,923969,45,9,0,8,0,3,5.0,1,1,0.2
1127,365,960,382373,70,12,6,10,0,2,5.833333333333333,0,0,0.65
1128,365,786,782990,48,8,2,6,0,1,6.0,1,0,0.3
1129,365,900,480754,41,6,0,6,0,2,6.833333333333333,0,0,0.0
1130,365,788,503267,53,9,3,8,0,1,5.888888888888889,1,1,0.0
1131,365,776,472166,37,7,0,6,0,2,5.285714285714286,1,1,0.2142857142857142
1132,365,900,662014,43,9,0,8,0,3,4.777777777777778,1,1,0.0
1133,365,763,1136575,37,7,0,6,0,1,5.285714285714286,1,1,0.0
1134,365,3480,1013312,46,9,0,8,0,2,5.111111111111111,1,1,0.0
1135,365,811,970278,40,6,0,5,0,2,6.666666666666667,1,1,0.9
1136,365,725,235475,47,7,0,6,0,2,6.714285714285714,1,1,-0.3
1137,365,882,2193599,50,9,2,7,0,3,5.555555555555555,0,0,0.0
1138,365,725,1575866,47,8,0,7,0,2,5.875,1,1,-0.25
1139,365,814,531930,63,12,2,10,0,3,5.25,1,1,0.3
1140,365,1020,861603,57,11,2,9,0,4,5.181818181818182,1,0,0.675
1141,365,900,3672876,47,9,0,8,0,3,5.222222222222222,1,1,0.3
1142,365,898,3007939,61,9,2,7,0,1,6.777777777777778,1,0,0.6000000000000001
1143,365,900,7406061,64,7,0,7,0,1,9.142857142857142,0,0,0.3
1144,365,868,1587858,43,8,0,7,0,2,5.375,1,1,0.0
1145,365,498,422717,37,6,0,5,0,0,6.166666666666667,1,1,0.35
1146,365,764,858484,26,5,0,4,0,0,5.2,1,1,0.225
1147,365,578,495385,43,7,0,6,0,2,6.142857142857143,1,1,-0.25
1148,365,683,528482,51,10,0,9,0,3,5.1,1,1,0.0
1149,365,712,607390,21,5,0,5,0,1,4.2,0,0,0.1363636363636363
1150,365,900,1001321,37,7,1,6,0,3,5.285714285714286,1,1,0.0
1151,365,471,1068255,42,8,0,8,0,3,5.25,0,0,0.35
1152,365,557,541079,56,10,0,9,0,3,5.6,1,1,0.3
1153,365,717,825679,52,8,0,7,0,2,6.5,1,1,0.1666666666666666
1154,365,883,2371309,48,9,1,8,0,4,5.333333333333333,1,1,0.0
1155,365,848,2859037,67,10,3,9,0,1,6.7,0,0,0.0
1156,365,900,512002,71,14,2,12,0,4,5.071428571428571,1,1,0.1333333333333333
1157,365,622,1708705,21,4,0,3,0,0,5.25,1,1,0.3
1158,365,900,5856268,42,7,0,6,0,1,6.0,1,1,0.0
1159,365,732,851688,23,5,0,4,0,0,4.6,1,1,0.1
1160,365,747,3019421,47,6,1,5,0,1,7.833333333333333,1,1,0.0
1161,365,899,648884,44,10,0,9,0,4,4.4,1,1,-0.1
1162,365,3420,2556826,65,14,2,12,0,3,4.642857142857143,1,0,0.5
1163,365,865,3719787,67,11,3,9,0,1,6.090909090909091,1,1,0.4333333333333333
1164,365,753,1768554,61,12,2,10,0,6,5.083333333333333,1,0,-0.0555555555555555
1165,365,510,3050742,37,7,0,6,0,1,5.285714285714286,1,1,0.0
1166,365,1020,500186,67,12,2,10,0,3,5.583333333333333,1,1,0.6
1167,365,634,1187147,61,12,2,10,0,1,5.083333333333333,1,0,1.0
1168,365,530,439120,44,9,0,8,0,4,4.888888888888889,1,1,-0.6
1169,365,753,7004650,50,10,2,8,0,2,5.0,1,0,0.0
1170,365,619,256923,48,9,0,8,0,3,5.333333333333333,1,1,0.0
1171,365,822,4526786,33,5,0,4,0,0,6.6,1,1,-0.6
1172,365,729,689256,61,12,2,10,0,3,5.083333333333333,1,1,-0.4
1173,365,881,1116621,67,13,2,11,0,3,5.153846153846154,1,0,0.2
1174,365,787,555819,54,9,0,8,0,2,6.0,1,1,-0.6
1175,365,588,1434515,68,13,2,12,0,4,5.230769230769231,0,0,-0.125
1176,365,721,7664897,53,11,3,9,0,2,4.818181818181818,1,0,0.2
1177,365,853,833946,39,8,0,7,0,3,4.875,1,1,0.0
1178,365,818,6000026,42,6,1,5,0,2,7.0,1,1,0.0
1179,365,723,577070,44,9,0,7,0,2,4.888888888888889,1,1,0.4666666666666667
1180,365,772,723690,31,6,0,5,0,2,5.166666666666667,1,1,0.5
1181,365,525,940644,51,9,0,8,0,3,5.666666666666667,1,1,0.5
1182,365,648,1011094,42,6,1,5,0,1,7.0,1,1,0.0
1183,365,3780,1897420,38,6,1,5,0,1,6.333333333333333,1,1,0.0
1184,365,670,11449487,34,7,0,6,0,2,4.857142857142857,1,1,0.25
1185,365,736,1737894,36,7,0,6,0,2,5.142857142857143,1,1,0.0
1186,365,816,617861,61,13,3,11,0,4,4.6923076923076925,1,0,-0.2916666666666667
1187,365,735,505386,56,10,2,8,0,1,5.6,1,1,0.3333333333333333
1188,365,601,605573,30,7,0,6,0,2,4.285714285714286,1,1,1.0
1189,365,803,288615,60,11,3,9,0,2,5.454545454545454,1,0,0.3666666666666667
1190,365,839,1615585,57,9,1,9,0,4,6.333333333333333,0,0,0.3
1191,365,665,4460457,30,6,2,4,0,0,5.0,1,0,0.5
1192,365,840,944021,36,7,0,6,0,3,5.142857142857143,1,1,0.0
1193,365,900,1426915,34,6,0,5,0,0,5.666666666666667,1,1,-0.6
1194,365,809,1091850,41,8,2,6,0,1,5.125,1,0,0.0
1195,365,838,1344443,28,5,0,4,0,0,5.6,1,1,-0.6
1196,365,820,795120,61,12,2,10,0,2,5.083333333333333,1,1,0.2722222222222222
1197,365,845,9574780,53,8,2,7,0,2,6.625,0,0,0.1
1198,365,664,593560,52,10,0,8,0,3,5.2,1,1,0.5
1199,365,815,712447,38,7,0,6,0,1,5.428571428571429,1,1,1.0
1200,365,747,972332,61,12,2,10,0,3,5.083333333333333,1,0,1.0
1201,365,707,2523340,43,8,1,7,0,3,5.375,1,1,0.0
1202,365,887,1699464,47,7,0,6,0,1,6.714285714285714,1,1,-0.2285714285714285
1203,365,723,13033532,37,8,0,7,0,3,4.625,1,1,0.35
1204,365,823,1659379,55,11,0,10,0,4,5.0,1,1,0.0
1205,365,788,14139128,48,9,0,8,0,3,5.333333333333333,1,1,0.2142857142857142
1206,365,763,956788,43,9,0,8,0,2,4.777777777777778,1,1,0.3
1207,365,721,491583,30,5,0,4,0,0,6.0,1,1,0.2
1208,365,718,1075405,40,8,0,7,0,3,5.0,1,1,0.4333333333333333
1209,365,714,1249397,61,10,2,8,0,1,6.1,1,1,0.7166666666666667
1210,365,741,1197539,47,9,0,8,0,3,5.222222222222222,1,1,0.0
1211,365,795,706065,55,9,0,8,0,3,6.111111111111111,1,1,0.3
